run_key,campaign,method_id,method_display_vi,family,scenario,ratio,variant,garbage_rate,sql_structure_rate,unique_rate,normalized_unique_rate,dominant_payload_share,normalized_dominant_payload_share,family_motif_coverage,family_motif_hit_rate,eligible_requests,blocked_requests,not_blocked_requests,not_sent_too_long,waf_not_blocked_rate,quality_metrics_path,quality_metrics_sha256
phase2a_scenario_search|ctgan|error|B|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,error,B,50,BASE,0.0,1.0,0.455,0.455,0.055,0.055,0.375,0.98,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/error/B/R50/BASE/quality_metrics.json,d7331879dd8e135844c3f24778f8614c041a6fdf553724c2a0dabb61826e73bd
phase2a_scenario_search|ctgan|error|C|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,error,C,50,BASE,0.0,1.0,0.435,0.435,0.05,0.05,0.375,0.97,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/error/C/R50/BASE/quality_metrics.json,9487e45d19f868c5d5558eb23d968222f4fdc3852501f2813daa7c6e3044af72
phase2a_scenario_search|ctgan|error|D|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,error,D,50,BASE,0.0,1.0,0.405,0.405,0.085,0.085,0.625,0.995,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/error/D/R50/BASE/quality_metrics.json,5ddfe297922764a3c88790bbc5d7b1d2bcb041081e21a2a576f1671cc1bd6536
phase2a_scenario_search|ctgan|error|E|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,error,E,50,BASE,0.0,1.0,0.4,0.4,0.055,0.055,0.75,0.83,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/error/E/R50/BASE/quality_metrics.json,fea57f6e3e117091f0b259541b8140e6f0ef322b471ea46a8eb6879b12906aec
phase2a_scenario_search|ctgan|error|F|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,error,F,50,BASE,0.0,1.0,0.36,0.36,0.05,0.05,0.75,0.95,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/error/F/R50/BASE/quality_metrics.json,a5d3a08cc463bc0ae732c27bfce36c09b05bdb25354739efb63787eb5e10700e
phase2a_scenario_search|ctgan|time|A|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,time,A,50,BASE,0.0,1.0,0.48,0.48,0.07,0.07,1.0,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/time/A/R50/BASE/quality_metrics.json,618ca09b56306031eb3e89a7abe1e8d55eab2cb5c2181143fbaf86758a822844
phase2a_scenario_search|ctgan|time|B|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,time,B,50,BASE,0.0,1.0,0.42,0.42,0.08,0.08,0.8,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/time/B/R50/BASE/quality_metrics.json,a4bbb040ad6b6bfc8ffd2466baabd173df12e9a833fad472491d64946ac72c72
phase2a_scenario_search|ctgan|time|C|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,time,C,50,BASE,0.0,1.0,0.465,0.465,0.09,0.09,1.0,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/time/C/R50/BASE/quality_metrics.json,3e0ca8614639e5b6606f32f8d190d02f52769041aaf92fd9f87c2e11b3b91842
phase2a_scenario_search|ctgan|time|D|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,time,D,50,BASE,0.0,1.0,0.41,0.41,0.1,0.1,0.8,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/time/D/R50/BASE/quality_metrics.json,39bf8839dc190021eec61bb10f89fd0533d0e8d10f0743769ed43859ded41e7f
phase2a_scenario_search|ctgan|time|E|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,time,E,50,BASE,0.0,1.0,0.48,0.48,0.04,0.04,0.8,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/time/E/R50/BASE/quality_metrics.json,2b467ce4ed9498b1b34f5213d1b234a2c4bd4e16c94c346e30ea8890b05c1c4c
phase2a_scenario_search|ctgan|time|F|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,time,F,50,BASE,0.0,1.0,0.415,0.415,0.095,0.095,1.0,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/time/F/R50/BASE/quality_metrics.json,f6969a33d8ddc13455ed5557499bfe3731ab35c8398404203cd99b7e7c5070b3
phase2a_scenario_search|ctgan|union|A|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,union,A,50,BASE,0.0,1.0,0.45,0.45,0.075,0.075,1.0,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/union/A/R50/BASE/quality_metrics.json,aa300b7663136f05622a4cf8ad91f90fedcbb1e373f48cb67ea2e032031d0ac0
phase2a_scenario_search|ctgan|union|B|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,union,B,50,BASE,0.0,1.0,0.47,0.47,0.1,0.1,0.5,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/union/B/R50/BASE/quality_metrics.json,1a5f31a026e3f6140770055296f00cdc758c5718d17de2078d07cbe8f8bfd49d
phase2a_scenario_search|ctgan|union|C|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,union,C,50,BASE,0.0,1.0,0.465,0.465,0.09,0.09,1.0,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/union/C/R50/BASE/quality_metrics.json,58f633e26df7abe7c68caa8560ea9feb788515deabe5bcfe748b8a4a678a584e
phase2a_scenario_search|ctgan|union|D|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,union,D,50,BASE,0.0,1.0,0.49,0.49,0.04,0.04,1.0,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/union/D/R50/BASE/quality_metrics.json,b9cd61f40a18f5139557cce28150df75d74fc3b5aa0e8b71cbc888078f2cc471
phase2a_scenario_search|ctgan|union|E|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,union,E,50,BASE,0.0,1.0,0.45,0.45,0.055,0.055,1.0,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/union/E/R50/BASE/quality_metrics.json,e53f3165428ead03e8afd66191ecb28459e7b0017b1287fb3310d9ccb3d5b005
phase2a_scenario_search|ctgan|union|F|R50|BASE,phase2a_scenario_search,ctgan,CTGAN,union,F,50,BASE,0.0,1.0,0.425,0.425,0.055,0.055,1.0,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/ctgan/union/F/R50/BASE/quality_metrics.json,d905e2c71fbf342da37194928e2d821266acca6bc94c5f36306d3c33d1493d64
phase2a_scenario_search|gan|boolean|A|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,boolean,A,50,BASE,0.0,1.0,0.055,0.055,0.24,0.24,0.75,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/boolean/A/R50/BASE/quality_metrics.json,85a6b403922480ebf2d21f2a2f3b5a569a18cbe639253193a91151e9936a1003
phase2a_scenario_search|gan|boolean|B|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,boolean,B,50,BASE,0.0,1.0,0.02,0.02,0.73,0.73,0.75,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/boolean/B/R50/BASE/quality_metrics.json,db95f8914d5d311880ae9b3e7afb565e024e3e23db35347334f959a0153b1c7b
phase2a_scenario_search|gan|boolean|C|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,boolean,C,50,BASE,0.0,1.0,0.015,0.015,0.865,0.865,0.5,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/boolean/C/R50/BASE/quality_metrics.json,bce4fe24ae5a30ac4e0836c78f8570c32eb2f62ff97c1204090b07d3461e4047
phase2a_scenario_search|gan|boolean|D|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,boolean,D,50,BASE,0.0,1.0,0.03,0.03,0.445,0.445,0.5,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/boolean/D/R50/BASE/quality_metrics.json,d0e3614704c0f133570c9ef06b74fc93bd15bb74dee7181c2c98d5ae196de40b
phase2a_scenario_search|gan|boolean|E|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,boolean,E,50,BASE,0.0,1.0,0.03,0.03,0.42,0.42,0.5,1.0,400,398,2,0,0.005,final_result_info/phase2a_scenario_search/gan/boolean/E/R50/BASE/quality_metrics.json,cd866f1bac5fc377c3efc2adb500a3b4d6bdc94cce334b9602d169d707543af9
phase2a_scenario_search|gan|boolean|F|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,boolean,F,50,BASE,0.0,1.0,0.045,0.045,0.43,0.43,0.75,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/boolean/F/R50/BASE/quality_metrics.json,37d2c4e5793911811817f6313a8f49433c35fe7c56b4f28cf9b10e979730be49
phase2a_scenario_search|gan|error|A|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,error,A,50,BASE,0.0,1.0,0.02,0.02,0.59,0.59,0.25,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/error/A/R50/BASE/quality_metrics.json,3f1718950a3c2b8e824c8207dc9ee78b27b0077f348a7903bcfc34e214177f57
phase2a_scenario_search|gan|error|B|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,error,B,50,BASE,0.0,1.0,0.02,0.02,0.855,0.855,0.125,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/error/B/R50/BASE/quality_metrics.json,68bbe339c82a5051edaf17e53583da3c8004d407906e170c7803c266e88b5d64
phase2a_scenario_search|gan|error|C|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,error,C,50,BASE,0.0,1.0,0.03,0.03,0.495,0.495,0.125,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/error/C/R50/BASE/quality_metrics.json,a625224f906884e0c1367ed5b37f726cdcadb08de248e4f0d0d2cc2ab9ff8d7b
phase2a_scenario_search|gan|error|D|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,error,D,50,BASE,0.0,1.0,0.03,0.03,0.715,0.715,0.25,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/error/D/R50/BASE/quality_metrics.json,c7e0d8dba1cee3b874c33c2fb0c4587f684a3914195411979af39cef34ed8461
phase2a_scenario_search|gan|error|E|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,error,E,50,BASE,0.0,1.0,0.025,0.025,0.335,0.335,0.25,0.665,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/error/E/R50/BASE/quality_metrics.json,dc80fac989382dc8b6ec64b4838ebd64d71f86be174a8353188912be628c46da
phase2a_scenario_search|gan|error|F|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,error,F,50,BASE,0.0,1.0,0.02,0.02,0.59,0.59,0.125,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/error/F/R50/BASE/quality_metrics.json,d6e6417ef71e1c74bb847a2fd4f0d4b344e1afb2dcff832e9ea2c4bf2a4a3684
phase2a_scenario_search|gan|time|A|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,time,A,50,BASE,0.0,1.0,0.03,0.03,0.525,0.525,0.4,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/time/A/R50/BASE/quality_metrics.json,a56596d0bcc9d44457d1da60703dfccf7007b1f198b9450dca6d695ba053a025
phase2a_scenario_search|gan|time|B|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,time,B,50,BASE,0.0,1.0,0.04,0.04,0.51,0.51,0.2,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/time/B/R50/BASE/quality_metrics.json,28fca909ba991661aeec36ffd8e668d2c67f663426ddab4dc54969874b29245f
phase2a_scenario_search|gan|time|C|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,time,C,50,BASE,0.0,1.0,0.01,0.01,0.985,0.985,0.4,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/time/C/R50/BASE/quality_metrics.json,6c076dbaf8e59e57ec8c757a49a191c870e9409bf1bded5a63e0131986fc41e4
phase2a_scenario_search|gan|time|D|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,time,D,50,BASE,0.0,1.0,0.015,0.015,0.895,0.895,0.4,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/time/D/R50/BASE/quality_metrics.json,c4ab58b662641fb6bb40daa986bb44fcbf1d108dd038f6bf187508e3641cda31
phase2a_scenario_search|gan|time|E|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,time,E,50,BASE,0.0,1.0,0.035,0.035,0.655,0.655,0.4,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/time/E/R50/BASE/quality_metrics.json,9228f3d830816df5f925719d08512222b091921a9b309f48880d65b4bafcd8cf
phase2a_scenario_search|gan|time|F|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,time,F,50,BASE,0.0,1.0,0.015,0.015,0.975,0.975,0.2,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/time/F/R50/BASE/quality_metrics.json,fe0ab9b8416f0def96adef7d64a70825efcc4e33fd158208e5ab392594bc4176
phase2a_scenario_search|gan|union|A|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,union,A,50,BASE,0.0,1.0,0.01,0.01,0.905,0.905,0.5,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/union/A/R50/BASE/quality_metrics.json,efcf818eadf0950cf1b3b4b4519b4bc1f47002504e56df87858e6b3ce63b2ca7
phase2a_scenario_search|gan|union|B|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,union,B,50,BASE,0.0,1.0,0.015,0.015,0.485,0.485,0.25,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/union/B/R50/BASE/quality_metrics.json,52cf8cd443555b3d32c8c9d9023b018df58d01a16b948976b875aa74477bb53d
phase2a_scenario_search|gan|union|C|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,union,C,50,BASE,0.0,1.0,0.025,0.025,0.875,0.875,0.5,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/union/C/R50/BASE/quality_metrics.json,2636ac6508d82232986f466ea1f4f0ae51a928c96a67ac306d405762da3bf840
phase2a_scenario_search|gan|union|D|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,union,D,50,BASE,0.0,1.0,0.035,0.035,0.4,0.4,0.5,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/union/D/R50/BASE/quality_metrics.json,305d5374b9e62cb16b6a82b08dd11a684f5ea71ae8d2e9ce594c45cc239acf70
phase2a_scenario_search|gan|union|E|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,union,E,50,BASE,0.0,1.0,0.04,0.04,0.705,0.705,0.5,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/union/E/R50/BASE/quality_metrics.json,384eaf3539d2a4eb9a404563888a551aeb767c98d6d59e333c8a715352d40f7a
phase2a_scenario_search|gan|union|F|R50|BASE,phase2a_scenario_search,gan,Vanilla GAN,union,F,50,BASE,0.0,1.0,0.015,0.015,0.785,0.785,0.25,1.0,400,400,0,0,0.0,final_result_info/phase2a_scenario_search/gan/union/F/R50/BASE/quality_metrics.json,4ac4b5167aea0e0e5dc0558746585efee63fd0d7441a0abc3abb6b11f0e4038b
phase2a_scenario_search|seqgan_master|boolean|A|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,boolean,A,50,BASE,0.6381909547738693,0.36180904522613067,1.0,0.9849246231155779,0.005025125628140704,0.010050251256281407,0.5,0.09547738693467336,400,16,384,0,0.96,final_result_info/phase2a_scenario_search/seqgan_master/boolean/A/R50/BASE/quality_metrics.json,640a9e5f73029f9fa8e98072022bc6120dfa11f09eedfdcd2e12a4b3f48f65a6
phase2a_scenario_search|seqgan_master|boolean|B|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,boolean,B,50,BASE,0.4873096446700508,0.5126903553299492,0.9644670050761421,0.9644670050761421,0.04060913705583756,0.04060913705583756,0.5,0.09644670050761421,400,22,378,0,0.945,final_result_info/phase2a_scenario_search/seqgan_master/boolean/B/R50/BASE/quality_metrics.json,84f813816d54fb3966262c4c57acd9fe4dd123b7a630c02b8419fe318fd45ed6
phase2a_scenario_search|seqgan_master|boolean|C|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,boolean,C,50,BASE,0.965,0.035,1.0,0.87,0.005,0.06,0.25,0.005,400,4,396,0,0.99,final_result_info/phase2a_scenario_search/seqgan_master/boolean/C/R50/BASE/quality_metrics.json,3ce4407c04a9654a627820e2b7e7c71c6722efd09984aba1405767507504850b
phase2a_scenario_search|seqgan_master|boolean|D|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,boolean,D,50,BASE,0.915,0.085,1.0,1.0,0.005,0.005,0.25,0.01,400,8,392,0,0.98,final_result_info/phase2a_scenario_search/seqgan_master/boolean/D/R50/BASE/quality_metrics.json,c8591308228f4a76e19ada535028529e89120779d35554433972858ae0a40f98
phase2a_scenario_search|seqgan_master|boolean|E|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,boolean,E,50,BASE,0.87,0.13,1.0,1.0,0.005,0.005,0.25,0.035,400,12,388,0,0.97,final_result_info/phase2a_scenario_search/seqgan_master/boolean/E/R50/BASE/quality_metrics.json,31b59af147c2ce304c2b4b578e51bfe7c6a128788b4a786e584a38bd77257edd
phase2a_scenario_search|seqgan_master|boolean|F|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,boolean,F,50,BASE,0.76,0.24,1.0,1.0,0.005,0.005,0.25,0.04,400,14,386,0,0.965,final_result_info/phase2a_scenario_search/seqgan_master/boolean/F/R50/BASE/quality_metrics.json,a4c0fc4e354496da84bb4ef4f73a35d0eb0e2499c42cda46d4f901d4f19d2bcd
phase2a_scenario_search|seqgan_master|error|A|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,error,A,50,BASE,0.94,0.06,1.0,0.995,0.005,0.01,0.0,0.0,400,2,398,0,0.995,final_result_info/phase2a_scenario_search/seqgan_master/error/A/R50/BASE/quality_metrics.json,a3b163222df161dd79cef0158328f1ff79fc904c48924300c1391aa04a1646a8
phase2a_scenario_search|seqgan_master|error|B|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,error,B,50,BASE,0.955,0.045,1.0,1.0,0.005,0.005,0.0,0.0,400,0,400,0,1.0,final_result_info/phase2a_scenario_search/seqgan_master/error/B/R50/BASE/quality_metrics.json,c680b253f4f1c0020008f37146f876165f8597cdf960ccdbc961dfa0af6fd4c5
phase2a_scenario_search|seqgan_master|error|C|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,error,C,50,BASE,0.92,0.08,0.99,0.885,0.015,0.045,0.0,0.0,400,0,400,0,1.0,final_result_info/phase2a_scenario_search/seqgan_master/error/C/R50/BASE/quality_metrics.json,65c1c5ce5d1580921a2e63adbd7e67dcdda3d2d51d18acae76dc4127b72c5b49
phase2a_scenario_search|seqgan_master|error|D|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,error,D,50,BASE,0.905,0.095,1.0,1.0,0.005,0.005,0.0,0.0,400,0,400,0,1.0,final_result_info/phase2a_scenario_search/seqgan_master/error/D/R50/BASE/quality_metrics.json,b913ba3ae040d8e218158ca7e4987964fb3530ad4de33468bdcf4c1aa42bb0ae
phase2a_scenario_search|seqgan_master|error|E|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,error,E,50,BASE,0.835,0.165,1.0,0.995,0.005,0.01,0.0,0.0,400,4,396,0,0.99,final_result_info/phase2a_scenario_search/seqgan_master/error/E/R50/BASE/quality_metrics.json,7d92108694c4d6c367c927e772ee0fe41fad0714e829e08d9e7b3a382ec767a1
phase2a_scenario_search|seqgan_master|error|F|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,error,F,50,BASE,0.97,0.03,1.0,0.995,0.005,0.01,0.0,0.0,400,10,390,0,0.975,final_result_info/phase2a_scenario_search/seqgan_master/error/F/R50/BASE/quality_metrics.json,5dc3cbe777b284fbd810eb3f6467baa4388af82168825c0efc90b4d566dcd0b6
phase2a_scenario_search|seqgan_master|time|A|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,time,A,50,BASE,0.97,0.03,1.0,0.98,0.005,0.015,0.0,0.0,400,8,392,0,0.98,final_result_info/phase2a_scenario_search/seqgan_master/time/A/R50/BASE/quality_metrics.json,625c21d023ae7dfb7a8fff3fce45ec13a16f54c7f40806ebf378e524b95af30a
phase2a_scenario_search|seqgan_master|time|B|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,time,B,50,BASE,1.0,0.0,0.68,0.635,0.155,0.155,0.0,0.0,400,0,400,0,1.0,final_result_info/phase2a_scenario_search/seqgan_master/time/B/R50/BASE/quality_metrics.json,e5e2721e5549fa9e5f50d4b56accaa1beb7421447070058970b64ef3049d270f
phase2a_scenario_search|seqgan_master|time|C|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,time,C,50,BASE,0.905,0.095,1.0,1.0,0.005,0.005,0.0,0.0,400,14,386,0,0.965,final_result_info/phase2a_scenario_search/seqgan_master/time/C/R50/BASE/quality_metrics.json,8ebd2d4302ad115d3ec3ff8ad0c487a0edec541883551b5f08bf15c56d233753
phase2a_scenario_search|seqgan_master|time|D|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,time,D,50,BASE,0.945,0.055,1.0,1.0,0.005,0.005,0.0,0.0,400,10,390,0,0.975,final_result_info/phase2a_scenario_search/seqgan_master/time/D/R50/BASE/quality_metrics.json,718018d7bdaad2d392d3bb7b1effaeb4fba1ababa94dd3902388de29b514f0fb
phase2a_scenario_search|seqgan_master|time|E|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,time,E,50,BASE,0.98,0.02,1.0,1.0,0.005,0.005,0.0,0.0,400,18,382,0,0.955,final_result_info/phase2a_scenario_search/seqgan_master/time/E/R50/BASE/quality_metrics.json,ec81ba131ae9e7d7ffbbd2ca20ca8cfdea9be20d373218daf595d38058f4d341
phase2a_scenario_search|seqgan_master|time|F|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,time,F,50,BASE,1.0,0.0,0.975,0.92,0.015,0.025,0.0,0.0,400,6,394,0,0.985,final_result_info/phase2a_scenario_search/seqgan_master/time/F/R50/BASE/quality_metrics.json,e53456565017856dc8187ce6a0ef36fe299828dd2b3191433d2d97152a75fc6e
phase2a_scenario_search|seqgan_master|union|A|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,union,A,50,BASE,0.42000000000000004,0.58,0.57,0.55,0.325,0.325,0.25,0.575,400,30,370,0,0.925,final_result_info/phase2a_scenario_search/seqgan_master/union/A/R50/BASE/quality_metrics.json,b48a97324a22339407b4a40024da96fe8311f3378b4ee95afa80eafcd7422972
phase2a_scenario_search|seqgan_master|union|B|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,union,B,50,BASE,0.52,0.48,1.0,1.0,0.005,0.005,0.0,0.0,400,140,260,0,0.65,final_result_info/phase2a_scenario_search/seqgan_master/union/B/R50/BASE/quality_metrics.json,e3c2645e68dafe6705ef9a6e9bd3333db814709db40c402de8f1cb7336e31c41
phase2a_scenario_search|seqgan_master|union|C|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,union,C,50,BASE,0.95,0.05,1.0,0.995,0.005,0.01,0.25,0.01,400,8,392,0,0.98,final_result_info/phase2a_scenario_search/seqgan_master/union/C/R50/BASE/quality_metrics.json,8763ffb187cde2ff2091460db9351301e7c61ae3b4057011fa2a3b41c98da648
phase2a_scenario_search|seqgan_master|union|D|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,union,D,50,BASE,0.99,0.01,0.98,0.96,0.015,0.02,0.0,0.0,400,0,400,0,1.0,final_result_info/phase2a_scenario_search/seqgan_master/union/D/R50/BASE/quality_metrics.json,e424e6c154bec53a0a99f5169f5ca49561309928dc06227f8257dd93346f4070
phase2a_scenario_search|seqgan_master|union|E|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,union,E,50,BASE,0.81,0.19,1.0,1.0,0.005,0.005,0.0,0.0,400,10,390,0,0.975,final_result_info/phase2a_scenario_search/seqgan_master/union/E/R50/BASE/quality_metrics.json,23b63962fb334716b964f1e16581694f0c16b541d0a0ce404555d5fce907af14
phase2a_scenario_search|seqgan_master|union|F|R50|BASE,phase2a_scenario_search,seqgan_master,SeqGAN cơ sở,union,F,50,BASE,0.965,0.035,1.0,1.0,0.005,0.005,0.25,0.005,400,6,394,0,0.985,final_result_info/phase2a_scenario_search/seqgan_master/union/F/R50/BASE/quality_metrics.json,bd25248b04f8bf4758261662f8664c82cfa9723552a6023befaa425d48365a8d
phase2a_scenario_search|smote|boolean|A|R50|BASE,phase2a_scenario_search,smote,SMOTE,boolean,A,50,BASE,0.0,1.0,0.59,0.59,0.075,0.075,1.0,1.0,400,342,58,0,0.145,final_result_info/phase2a_scenario_search/smote/boolean/A/R50/BASE/quality_metrics.json,3da869dcd3048ece748e5d81561dce260a218973fc4a5a3d5bd3eb1f189b6252
phase2a_scenario_search|smote|boolean|B|R50|BASE,phase2a_scenario_search,smote,SMOTE,boolean,B,50,BASE,0.0,1.0,0.665,0.665,0.025,0.025,1.0,0.99,400,338,62,0,0.155,final_result_info/phase2a_scenario_search/smote/boolean/B/R50/BASE/quality_metrics.json,f03edb13e84df21d4bf5b4983ac147c6de478fada0eb2f798f68692a592e58e4
phase2a_scenario_search|smote|boolean|C|R50|BASE,phase2a_scenario_search,smote,SMOTE,boolean,C,50,BASE,0.0,1.0,0.71,0.71,0.02,0.02,0.5,1.0,400,396,4,0,0.01,final_result_info/phase2a_scenario_search/smote/boolean/C/R50/BASE/quality_metrics.json,a52137d077e672db5ec70a5820796fa7a6998220b09dd7c3be7a9077f4f75d0e
phase2a_scenario_search|smote|boolean|D|R50|BASE,phase2a_scenario_search,smote,SMOTE,boolean,D,50,BASE,0.0,1.0,0.755,0.755,0.015,0.015,0.75,1.0,400,398,2,0,0.005,final_result_info/phase2a_scenario_search/smote/boolean/D/R50/BASE/quality_metrics.json,4e24ff671c5a0902a2e8b2730343979fe2d9de4c12b7307fc787a1fd3d03d9f4
phase2a_scenario_search|smote|boolean|E|R50|BASE,phase2a_scenario_search,smote,SMOTE,boolean,E,50,BASE,0.0,1.0,0.73,0.73,0.025,0.025,1.0,1.0,400,376,24,0,0.06,final_result_info/phase2a_scenario_search/smote/boolean/E/R50/BASE/quality_metrics.json,e976bfd214a37e4573fe6aa746e1b894171e7084d097f6690aaed9c7571270d4
phase2a_scenario_search|smote|boolean|F|R50|BASE,phase2a_scenario_search,smote,SMOTE,boolean,F,50,BASE,0.0,1.0,0.71,0.71,0.03,0.03,1.0,0.985,400,348,52,0,0.13,final_result_info/phase2a_scenario_search/smote/boolean/F/R50/BASE/quality_metrics.json,3a5c1142389e295532d0dd6151c42b7835d8a66e807a051ddca3f15c119bf5e2
