probe_index,source_row,method,payload,url,status,blocked,outcome,request_sent,url_length,latency_ms,attempts,error
8421,4052,POST,1'   )    )    and e,http://localhost:18080/,403,True,blocked,True,23,4.788,1,
8422,4083,GET,"1""   )    )     )   ",http://localhost:18080/?payload=1%22+++%29++++%29+++++%29+++,200,False,bypass,True,60,5.914,1,
8423,4083,POST,"1""   )    )     )   ",http://localhost:18080/,200,False,bypass,True,23,6.351,1,
8424,4827,GET,"-1254"" or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  ",http://localhost:18080/?payload=-1254%22+or+4144++%3D++++%28++select+upper++%28++xmltype++%28++chr++%28++60++%29++%7C%7Cchr++%28++58++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++4144++%3D++4144++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++62+++%29++++%29+++++%29+++from+dual++%29++,403,True,blocked,True,565,5.196,1,
8425,4827,POST,"-1254"" or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  ",http://localhost:18080/,403,True,blocked,True,23,6.511,1,
8426,4508,GET,"1' union all select null,null#",http://localhost:18080/?payload=1%27+union+all+select+null%2Cnull%23,403,True,blocked,True,68,6.319,1,
8427,4508,POST,"1' union all select null,null#",http://localhost:18080/,403,True,blocked,True,23,5.898,1,
8428,3405,GET,"1""   )    )    as uels where 9447  =  9447 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",http://localhost:18080/?payload=1%22+++%29++++%29++++as+uels+where+9447++%3D++9447+or+2633++%3D++dbms_pipe.receive_message++%28++chr++%28++112++%29++%7C%7Cchr++%28++65++%29++%7C%7Cchr++%28++65++%29++%7C%7Cchr++%28++103++%29++%2C5++%29++--,403,True,blocked,True,238,5.552,1,
8429,3405,POST,"1""   )    )    as uels where 9447  =  9447 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",http://localhost:18080/,403,True,blocked,True,23,5.423,1,
8430,46,GET,"1""   )    )    as daqd where 4390  =  4390 and elt  (  3114  =  3114,sleep  (  5   )    )   #",http://localhost:18080/?payload=1%22+++%29++++%29++++as+daqd+where+4390++%3D++4390+and+elt++%28++3114++%3D++3114%2Csleep++%28++5+++%29++++%29+++%23,403,True,blocked,True,147,4.633,1,
8431,46,POST,"1""   )    )    as daqd where 4390  =  4390 and elt  (  3114  =  3114,sleep  (  5   )    )   #",http://localhost:18080/,403,True,blocked,True,23,5.113,1,
8432,2781,GET,"  (  select   (  case when   (  1938  =  1938  )   then dbms_pipe.receive_message  (  chr  (  118  )  ||chr  (  118  )  ||chr  (  112  )  ||chr  (  76  )  ,5  )   else 1938 end  )   from dual  )  ",http://localhost:18080/?payload=++%28++select+++%28++case+when+++%28++1938++%3D++1938++%29+++then+dbms_pipe.receive_message++%28++chr++%28++118++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++76++%29++%2C5++%29+++else+1938+end++%29+++from+dual++%29++,403,True,blocked,True,276,4.821,1,
8433,2781,POST,"  (  select   (  case when   (  1938  =  1938  )   then dbms_pipe.receive_message  (  chr  (  118  )  ||chr  (  118  )  ||chr  (  112  )  ||chr  (  76  )  ,5  )   else 1938 end  )   from dual  )  ",http://localhost:18080/,403,True,blocked,True,23,5.919,1,
8434,1944,GET,"1  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  3294  =  3294",http://localhost:18080/?payload=1++%29+++or+updatexml++%28++1808%2Cconcat++%28++0x2e%2C0x7171706a71%2C++%28++select+++%28++elt++%28++1808++%3D++1808%2C1+++%29++++%29+++++%29++%2C0x717a767a71++%29++%2C8666++%29+++and+++%28++3294++%3D++3294,403,True,blocked,True,238,5.581,1,
8435,1944,POST,"1  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  3294  =  3294",http://localhost:18080/,403,True,blocked,True,23,8.277,1,
8436,5640,GET,1'   )    )    and 4242  =  5831 and    (    (   'xflh' like 'xflh,http://localhost:18080/?payload=1%27+++%29++++%29++++and+4242++%3D++5831+and++++%28++++%28+++%27xflh%27+like+%27xflh,403,True,blocked,True,116,6.768,1,
8437,5640,POST,1'   )    )    and 4242  =  5831 and    (    (   'xflh' like 'xflh,http://localhost:18080/,403,True,blocked,True,23,7.199,1,
8438,3167,GET,1 and user_name  (    )     =   'dbo',http://localhost:18080/?payload=1+and+user_name++%28++++%29+++++%3D+++%27dbo%27,403,True,blocked,True,79,8.614,1,
8439,3167,POST,1 and user_name  (    )     =   'dbo',http://localhost:18080/,403,True,blocked,True,23,6.377,1,
8440,6105,GET,"1'   )    )    as ovbz where 3203  =  3203   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",http://localhost:18080/?payload=1%27+++%29++++%29++++as+ovbz+where+3203++%3D++3203+++%28++select+++%28++case+when+++%28++4587++%3D++4587++%29+++then+regexp_substring++%28++repeat++%28++left++%28++crypt_key++%28++char++%28++65++%29++%7C%7Cchar++%28++69++%29++%7C%7Cchar++%28++83++%29++%2Cnull++%29++%2C0++%29++%2C500000000++%29++%2Cnull++%29+++else+char++%28++76++%29++%7C%7Cchar++%28++65++%29++%7C%7Cchar++%28++102++%29++%7C%7Cchar++%28++72++%29+++end++%29+++from+++%28++values++%28++0+++%29++++%29+++++%29++--,403,True,blocked,True,510,6.137,1,
8441,6105,POST,"1'   )    )    as ovbz where 3203  =  3203   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",http://localhost:18080/,403,True,blocked,True,23,6.33,1,
8442,1821,GET,"exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  1049  =  1049,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",http://localhost:18080/?payload=exp++%28++~++%28++select+%2A+from+++%28++select+concat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++1049++%3D++1049%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2C0x78+++%29++++%29+++x+++%29++++%29+++,403,True,blocked,True,236,6.042,1,
8443,1821,POST,"exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  1049  =  1049,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",http://localhost:18080/,403,True,blocked,True,23,6.103,1,
8444,4194,GET,"1%""   )    )     )  ",http://localhost:18080/?payload=1%25%22+++%29++++%29+++++%29++,200,False,bypass,True,62,8.509,1,
8445,4194,POST,"1%""   )    )     )  ",http://localhost:18080/,200,False,bypass,True,23,9.277,1,
8446,1172,GET,"1',  (  select * from generate_series  (  5609,5609,case when   (  5609  =  5609  )   then 1 else 0 end  )   limit 1  )  ",http://localhost:18080/?payload=1%27%2C++%28++select+%2A+from+generate_series++%28++5609%2C5609%2Ccase+when+++%28++5609++%3D++5609++%29+++then+1+else+0+end++%29+++limit+1++%29++,200,False,bypass,True,177,8.985,1,
8447,1172,POST,"1',  (  select * from generate_series  (  5609,5609,case when   (  5609  =  5609  )   then 1 else 0 end  )   limit 1  )  ",http://localhost:18080/,200,False,bypass,True,23,7.399,1,
8448,6119,GET,"1"" and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and ""wrbs"" like ""wrbs",http://localhost:18080/?payload=1%22+and+char++%28++120++%29++%7C%7Cchar++%28++106++%29++%7C%7Cchar++%28++117++%29++%7C%7Cchar++%28++85++%29++++%3D++regexp_substring++%28++repeat++%28++right++%28++char++%28++9981++%29++%2C0++%29++%2C5000000000++%29++%2Cnull++%29+++and+%22wrbs%22+like+%22wrbs,403,True,blocked,True,292,7.892,1,
8449,6119,POST,"1"" and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and ""wrbs"" like ""wrbs",http://localhost:18080/,403,True,blocked,True,23,5.613,1,
8450,4512,GET,-4082   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   7874  =  7874,http://localhost:18080/?payload=-4082+++%29++++%29++++or+5903++%3D++++%28++%27qqpjq%27%7C%7C++%28++select+case+5903+when+5903+then+1+else+0+end+from+rdb%24database++%29++%7C%7C%27qzvzq%27++%29+++and++++%28++++%28+++7874++%3D++7874,403,True,blocked,True,230,5.922,1,
8451,4512,POST,-4082   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   7874  =  7874,http://localhost:18080/,403,True,blocked,True,23,6.43,1,
8452,2338,GET,"select count  (  *  )   from generate_series  (  1,5000000   )    )   ||'",http://localhost:18080/?payload=select+count++%28++%2A++%29+++from+generate_series++%28++1%2C5000000+++%29++++%29+++%7C%7C%27,403,True,blocked,True,125,12.704,1,
8453,2338,POST,"select count  (  *  )   from generate_series  (  1,5000000   )    )   ||'",http://localhost:18080/,403,True,blocked,True,23,15.471,1,
8454,52,GET,"1""  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  ""xhqc""  =  ""xhqc",http://localhost:18080/?payload=1%22++%29++++%28++select+++%28++case+when+++%28++4587++%3D++4587++%29+++then+regexp_substring++%28++repeat++%28++left++%28++crypt_key++%28++char++%28++65++%29++%7C%7Cchar++%28++69++%29++%7C%7Cchar++%28++83++%29++%2Cnull++%29++%2C0++%29++%2C500000000++%29++%2Cnull++%29+++else+char++%28++76++%29++%7C%7Cchar++%28++65++%29++%7C%7Cchar++%28++102++%29++%7C%7Cchar++%28++72++%29+++end++%29+++from+++%28++values++%28++0+++%29++++%29+++++%29+++and+++%28++%22xhqc%22++%3D++%22xhqc,403,True,blocked,True,504,18.136,1,
8455,52,POST,"1""  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  ""xhqc""  =  ""xhqc",http://localhost:18080/,403,True,blocked,True,23,12.728,1,
8456,2666,GET,"1"" and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",http://localhost:18080/?payload=1%22+and+6055++%3D++ctxsys.drithsx.sn++%28++6055%2C++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++6055++%3D++6055++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29++,403,True,blocked,True,468,13.992,1,
8457,2666,POST,"1"" and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",http://localhost:18080/,403,True,blocked,True,23,13.075,1,
8458,3559,GET,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and '%'  =  '",http://localhost:18080/?payload=call+regexp_substring++%28++repeat++%28++left++%28++crypt_key++%28++char++%28++65++%29++%7C%7Cchar++%28++69++%29++%7C%7Cchar++%28++83++%29++%2Cnull++%29++%2C0++%29++%2C500000000++%29++%2Cnull++%29+++and+%27%25%27++%3D++%27,200,False,bypass,True,254,17.137,1,
8459,3559,POST,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and '%'  =  '",http://localhost:18080/,200,False,bypass,True,23,8.738,1,
8460,5558,GET,1  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) ,http://localhost:18080/?payload=1++%29+++or+6793++%3D++++%28++select+6793+from+pg_sleep++%28++5+++%29++++%29+,403,True,blocked,True,109,5.475,1,
8461,5558,POST,1  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) ,http://localhost:18080/,403,True,blocked,True,23,5.394,1,
8462,605,GET,"1"" where 3990  =  3990 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",http://localhost:18080/?payload=1%22+where+3990++%3D++3990+and+8594++%3D++++%28++select+8594+from+pg_sleep++%28++5+++%29++++%29+++--,403,True,blocked,True,132,5.389,1,
8463,605,POST,"1"" where 3990  =  3990 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",http://localhost:18080/,403,True,blocked,True,23,7.841,1,
8464,6212,GET,-7562  )   or 8571  =  8571--,http://localhost:18080/?payload=-7562++%29+++or+8571++%3D++8571--,403,True,blocked,True,65,7.542,1,
8465,6212,POST,-7562  )   or 8571  =  8571--,http://localhost:18080/,403,True,blocked,True,23,5.728,1,
8466,4353,GET,"1""   )    )     )   ",http://localhost:18080/?payload=1%22+++%29++++%29+++++%29+++,200,False,bypass,True,60,6.196,1,
8467,4353,POST,"1""   )    )     )   ",http://localhost:18080/,200,False,bypass,True,23,6.496,1,
8468,973,GET,"1'   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'sbey'  =  'sbey",http://localhost:18080/?payload=1%27+++%29++++%29+++++%29+++and+6055++%3D++ctxsys.drithsx.sn++%28++6055%2C++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++6055++%3D++6055++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29+++and++++%28++++%28+++++%28++%27sbey%27++%3D++%27sbey,403,True,blocked,True,543,5.656,1,
8469,973,POST,"1'   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'sbey'  =  'sbey",http://localhost:18080/,403,True,blocked,True,23,5.689,1,
8470,3633,GET,select 'qqpjq'||  (  select   (  case when   (  2933  =  2933  )   then 1 else 0 end   )    )   ||'qzvzq',http://localhost:18080/?payload=select+%27qqpjq%27%7C%7C++%28++select+++%28++case+when+++%28++2933++%3D++2933++%29+++then+1+else+0+end+++%29++++%29+++%7C%7C%27qzvzq%27,403,True,blocked,True,167,4.978,1,
8471,3633,POST,select 'qqpjq'||  (  select   (  case when   (  2933  =  2933  )   then 1 else 0 end   )    )   ||'qzvzq',http://localhost:18080/,403,True,blocked,True,23,5.868,1,
8472,50,GET,1%' rlike   (  select   (  case when   (  3596  =  4245  )   then 1 else 0x28 end   )    )    and '%'  =  ',http://localhost:18080/?payload=1%25%27+rlike+++%28++select+++%28++case+when+++%28++3596++%3D++4245++%29+++then+1+else+0x28+end+++%29++++%29++++and+%27%25%27++%3D++%27,403,True,blocked,True,167,5.16,1,
8473,50,POST,1%' rlike   (  select   (  case when   (  3596  =  4245  )   then 1 else 0x28 end   )    )    and '%'  =  ',http://localhost:18080/,403,True,blocked,True,23,6.006,1,
8474,4770,GET,"1  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  2303  =  2303",http://localhost:18080/?payload=1++%29+++or+++%28++select+2%2A++%28++if+++%28++++%28+++select+%2A+from+++%28++select+concat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++8113++%3D++8113%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2C0x78+++%29++++%29+++s++%29++%2C+8446744073709551610%2C+8446744073709551610+++%29++++%29+++++%29+++and+++%28++2303++%3D++2303,403,True,blocked,True,360,5.158,1,
8475,4770,POST,"1  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  2303  =  2303",http://localhost:18080/,403,True,blocked,True,23,5.011,1,
8476,5077,GET,"1%""   )    )    and sleep  (  5  )   and    (    (   ""%""  =  """,http://localhost:18080/?payload=1%25%22+++%29++++%29++++and+sleep++%28++5++%29+++and++++%28++++%28+++%22%25%22++%3D++%22,403,True,blocked,True,120,5.133,1,
8477,5077,POST,"1%""   )    )    and sleep  (  5  )   and    (    (   ""%""  =  """,http://localhost:18080/,403,True,blocked,True,23,7.592,1,
8478,322,GET,-1879%'   )    )    or 3038  =  3038,http://localhost:18080/?payload=-1879%25%27+++%29++++%29++++or+3038++%3D++3038,403,True,blocked,True,78,6.661,1,
8479,322,POST,-1879%'   )    )    or 3038  =  3038,http://localhost:18080/,403,True,blocked,True,23,6.535,1,
8480,708,GET,"1'||  (  select 'adiv' from dual where 9842  =  9842 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   ||'",http://localhost:18080/?payload=1%27%7C%7C++%28++select+%27adiv%27+from+dual+where+9842++%3D++9842+and+6055++%3D++ctxsys.drithsx.sn++%28++6055%2C++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++6055++%3D++6055++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29++++++%29++++%29+++%7C%7C%27,403,True,blocked,True,548,7.529,1,
8481,708,POST,"1'||  (  select 'adiv' from dual where 9842  =  9842 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   ||'",http://localhost:18080/,403,True,blocked,True,23,6.019,1,
8482,4822,GET,"1'   )    )    or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",http://localhost:18080/?payload=1%27+++%29++++%29++++or+7427++%3D++dbms_pipe.receive_message++%28++chr++%28++116++%29++%7C%7Cchr++%28++87++%29++%7C%7Cchr++%28++90++%29++%7C%7Cchr++%28++109++%29++%2C5++%29++--,403,True,blocked,True,208,6.01,1,
8483,4822,POST,"1'   )    )    or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",http://localhost:18080/,403,True,blocked,True,23,5.94,1,
8484,4676,GET,1'   )    )    as nhkp where 8030  =  8030,http://localhost:18080/?payload=1%27+++%29++++%29++++as+nhkp+where+8030++%3D++8030,403,True,blocked,True,82,5.112,1,
8485,4676,POST,1'   )    )    as nhkp where 8030  =  8030,http://localhost:18080/,403,True,blocked,True,23,5.669,1,
8486,2696,GET,admin' or 1  =  1--,http://localhost:18080/?payload=admin%27+or+1++%3D++1--,403,True,blocked,True,55,5.511,1,
8487,2696,POST,admin' or 1  =  1--,http://localhost:18080/,403,True,blocked,True,23,8.118,1,
8488,4946,GET,1  )   where 3030  =  3030,http://localhost:18080/?payload=1++%29+++where+3030++%3D++3030,200,False,bypass,True,62,11.267,1,
8489,4946,POST,1  )   where 3030  =  3030,http://localhost:18080/,200,False,bypass,True,23,11.247,1,
8490,822,GET," end and    (    (   ""cxoi""  =  ""cxoi",http://localhost:18080/?payload=+end+and++++%28++++%28+++%22cxoi%22++%3D++%22cxoi,403,True,blocked,True,81,14.971,1,
8491,822,POST," end and    (    (   ""cxoi""  =  ""cxoi",http://localhost:18080/,403,True,blocked,True,23,14.184,1,
8492,1363,GET," select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",http://localhost:18080/?payload=+select+%2A+from+users+where+id++%3D++1+union+select+%40+1a%2Cversion++%28++++%29+++--+1,403,True,blocked,True,120,18.603,1,
8493,1363,POST," select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",http://localhost:18080/,403,True,blocked,True,23,11.878,1,
8494,4013,GET,1'   )    )    and c,http://localhost:18080/?payload=1%27+++%29++++%29++++and+c,403,True,blocked,True,58,11.87,1,
8495,4013,POST,1'   )    )    and c,http://localhost:18080/,403,True,blocked,True,23,8.398,1,
8496,4527,GET,1'+  (  select iutk where 6158  =  6158,http://localhost:18080/?payload=1%27%2B++%28++select+iutk+where+6158++%3D++6158,403,True,blocked,True,79,6.022,1,
8497,4527,POST,1'+  (  select iutk where 6158  =  6158,http://localhost:18080/,403,True,blocked,True,23,6.294,1,
8498,386,GET,"1'  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",http://localhost:18080/?payload=1%27++%29+++or+++%28++select+9173+from++%28++select+count++%28++%2A++%29++%2Cconcat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++9173++%3D++9173%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2Cfloor++%28++rand++%28++0++%29++%2A2+++%29++++%29+++x+from+information_schema.character_sets+group+by+x++%29++a++%29++,403,True,blocked,True,345,6.226,1,
8499,386,POST,"1'  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",http://localhost:18080/,403,True,blocked,True,23,6.06,1,
8500,4800,GET,"1%""   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  ""%""  =  """,http://localhost:18080/?payload=1%25%22+++%29++++%29+++++%29+++or+4411++%3D++++%28++select+count++%28++%2A++%29+++from+sysusers+as+sys1%2Csysusers+as+sys2%2Csysusers+as+sys3%2Csysusers+as+sys4%2Csysusers+as+sys5%2Csysusers+as+sys6%2Csysusers+as+sys7++%29+++and++++%28++++%28+++++%28++%22%25%22++%3D++%22,403,True,blocked,True,303,5.194,1,
8501,4800,POST,"1%""   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  ""%""  =  """,http://localhost:18080/,403,True,blocked,True,23,5.584,1,
8502,29,GET,"-4964""   )    )    union all select 4750,4750,4750,4750,4750--",http://localhost:18080/?payload=-4964%22+++%29++++%29++++union+all+select+4750%2C4750%2C4750%2C4750%2C4750--,403,True,blocked,True,108,5.188,1,
8503,29,POST,"-4964""   )    )    union all select 4750,4750,4750,4750,4750--",http://localhost:18080/,403,True,blocked,True,23,8.439,1,
8504,4737,GET,-4761 order by 1--,http://localhost:18080/?payload=-4761+order+by+1--,403,True,blocked,True,50,7.763,1,
8505,4737,POST,-4761 order by 1--,http://localhost:18080/,403,True,blocked,True,23,6.813,1,
